trait,mean,mean_std,MAE,MAE_std,MSE,MSE_std,RMSE,RMSE_std,MAPE,MAPE_std,N,N_notmatched
gt_int_length,-0.001482468780532051,0.00460678246889828,0.0032416464433346107,0.0035933113888747207,2.3420158401000713e-05,5.7156138492451115e-05,0.0048394378186934804,,6.118639125967857,8.423056952637081,95,0
gt_ph_angle,-1.601155385649312,27.057085642576858,14.80556200847093,22.703411982608582,734.6495820387327,2948.44786677113,27.104419972372266,,8.133070542197927,12.075187224425159,64,0
gt_br_angle,2.7268372650082298,8.198866060842256,6.529205525091368,5.659197943576893,74.65704615346858,132.6709145498702,8.640430900913946,,11.013039203271735,10.488828422181955,59,10
