file_name,TP,FP,FN,Precision,Recall,CD,TP_0,FP_0,FN_0,TP_1,FP_1,FN_1,TP_2,FP_2,FN_2,TP_3,FP_3,FN_3,TP_edges,FP_edges,FN_edges,Precision_edges,Recall_edges,gt_int_length_MAE,gt_int_length_MSE,gt_int_length_RMSE,gt_int_length_MAPE,gt_ph_angle_MAE,gt_ph_angle_MSE,gt_ph_angle_RMSE,gt_ph_angle_MAPE,gt_br_angle_MAE,gt_br_angle_MSE,gt_br_angle_RMSE,gt_br_angle_MAPE
Harvest_01_PotNr_80,82,0,0,1.0,1.0,0.0,7,0,0,31,0,0,38,0,0,6,0,0,81,0,0,1,1,0.002279643150653912,9.282548093444403e-06,0.0030467274399664313,4.357193112476781,15.901565115185486,366.85221916004633,19.15338662378135,7.089439886606135,6.5869845119945385,53.17938801976582,7.292419901498118,10.185220086382325
Harvest_01_PotNr_95,75,0,0,1.0,1.0,0.0,7,0,0,34,0,0,33,0,0,1,0,0,74,0,0,1,1,0.0033154105928299067,1.5317196433056052e-05,0.003913719002822769,5.037704831544653,48.66580678211702,4710.756103379519,68.63494811959517,23.017060029744083,7.105076334022366,70.03785712268777,8.368862355343632,14.685427655036852
Harvest_01_PotNr_145,84,0,0,1.0,1.0,0.0,9,0,0,32,0,0,38,0,0,5,0,0,83,0,0,1,1,0.004351974004651918,2.8835609705675363e-05,0.005369879859519705,5.56810721247601,17.28151390848297,1025.275939414843,32.019930346814355,8.275512201516978,6.265362139146685,61.58188013660267,7.847412321052251,13.330839448655704
Harvest_01_PotNr_179,75,0,0,1.0,1.0,0.0,10,0,0,32,0,0,33,0,0,0,0,0,74,0,0,1,1,0.0020293000668999226,7.005362484477461e-06,0.0026467645313622934,3.3481142861988418,7.921749730873234,105.05754000097454,10.249758045972332,4.979871478316337,5.059576230028727,117.3145271471793,10.831183090834505,9.076302476339096
Harvest_01_PotNr_256,76,0,0,1.0,1.0,0.0,11,0,0,35,0,0,30,0,0,0,0,0,75,0,0,1,1,0.0017638748328183383,6.339714770693517e-06,0.0025178790222513702,3.179346745239325,11.228315821312258,343.66193538685684,18.538121139610045,6.442098442695003,8.000308025611064,114.63927472972564,10.706973182451035,12.240432329451716
Harvest_01_PotNr_293,77,0,0,1.0,1.0,0.0,7,0,0,36,0,0,34,0,0,0,0,0,76,0,0,1,1,0.004910854601121654,4.8104338328617176e-05,0.0069357291129784745,11.465625607697552,11.210141002744265,182.72918842233048,13.517736068674017,4.861985125632734,6.968663287541096,55.37309385300741,7.4413099554451705,10.990785338443718
Harvest_01_PotNr_373,103,0,0,1.0,1.0,0.0,8,0,0,40,0,0,46,0,0,9,0,0,102,0,0,1,1,0.003807679486986669,3.640663308534953e-05,0.006033790938154017,6.905145893165731,13.22736408257108,375.7216114869256,19.383539704783686,9.043385456396093,8.755135029526157,97.09397277969545,9.853627391965633,18.196368299097806
Harvest_01_PotNr_429,66,0,0,1.0,1.0,0.0,8,0,0,27,0,0,30,0,0,1,0,0,65,0,0,1,1,0.0024546833030798386,7.803032195234852e-06,0.0027933908060339234,8.483084329176494,7.923282568452275,194.5871092213592,13.949448348280988,6.852499740799465,8.716645906405686,120.03306355188495,10.955960183931163,12.344920458770579
Harvest_01_PotNr_463,48,0,0,1.0,1.0,0.0,7,0,0,21,0,0,20,0,0,0,0,0,47,0,0,1,1,0.0031672460925171995,1.0754666816579257e-05,0.0032794308677847224,7.743309942612231,4.946320443288727,33.28551225485905,5.769359778594073,3.6036521588800774,8.785783840288644,78.68575019505487,8.870498869570689,12.621525782714
Harvest_01_PotNr_521,69,0,0,1.0,1.0,0.0,10,0,0,30,0,0,29,0,0,0,0,0,68,0,0,1,1,0.0036825899352602794,4.2209286546429944e-05,0.006496867441038792,10.09136573162176,10.206272177857628,148.79277855748376,12.198064541454261,6.9827916817697036,4.542988820467559,27.252433660488535,5.220386351649515,6.582245379986133
Harvest_02_PotNr_135,90,0,0,1.0,1.0,0.0,11,0,0,40,0,0,38,0,0,1,0,0,89,0,0,1,1,0.0010679176211328095,1.5829689379801772e-06,0.0012581609348490269,1.7226927905509108,,,,,,,,
Harvest_02_PotNr_237,91,0,0,1.0,1.0,0.0,11,0,0,41,0,0,37,0,0,2,0,0,90,0,0,1,1,0.004714006134027461,4.203314632448927e-05,0.006483297488507625,7.507080946699493,,,,,,,,
Harvest_03_PotNr_74,142,0,0,1.0,1.0,0.0,9,0,0,50,0,0,67,0,0,16,0,0,141,0,0,1,1,0.00571324356063682,5.948804452052648e-05,0.007712849312707106,8.262794320723122,,,,,,,,
Harvest_03_PotNr_407,77,0,0,1.0,1.0,0.0,9,0,0,36,0,0,31,0,0,1,0,0,76,0,0,1,1,0.002368029872429559,8.93651648038778e-06,0.002989400689166272,3.479581290347126,,,,,3.086823012817687,14.43641465552644,3.7995282148612133,3.5634489883715843
