classes,precision,recall,f-score,iou_class,iou_micro,iou_macro
1.0,0.9799017658355852,0.9631417666507192,0.9714494833611734,0.9444839778368376,0.8772566682870372,0.6864275940342102
2.0,0.8076587805288351,0.6729786556228098,0.7341934048823889,0.5800202082326582,0.8772566682870372,0.6864275940342102
3.0,0.7820508823346012,0.8322605262284747,0.8063748734187388,0.6755679446262406,0.8772566682870372,0.6864275940342102
4.0,0.6630223582645728,0.755018223976843,0.7060361595612384,0.545638245441104,0.8772566682870372,0.6864275940342102
