trait,mean,mean_std,MAE,MAE_std,MSE,MSE_std,RMSE,RMSE_std,MAPE,MAPE_std,N,N_notmatched
gt_int_length,-0.0008942639761593287,0.006328493166512986,0.004707560407035015,0.004323009233366747,4.084953381765784e-05,7.70556444087949e-05,0.006391364002907191,,8.78653625773652,13.648043173697832,70,25
gt_ph_angle,3.486258436144911,30.640596550054124,17.59460991478284,25.326465540485618,951.0001548267801,3784.5545080820184,30.83829040051961,,10.119852986684185,18.037231743119406,53,11
gt_br_angle,2.8028195041951647,10.10922417809034,8.345702567659055,6.356214227679254,110.05221065598312,160.98357450315777,10.49057723178201,,14.544455527320611,14.434333256958906,55,14
