x,y,z,parentid,vid,edgetype
0.3033600129840731,0.2559420954894896,0.10235298897068222,145.0,146.0,<
0.2977996993330507,0.21953211040139378,0.12521964583835118,146.0,147.0,<
0.29845707111080655,0.21970747975939217,0.12464712011597756,148.0,149.0,<
0.29935963268818083,0.21994515810818252,0.12384772408992915,149.0,150.0,<
0.2999703331033937,0.22010364505560928,0.12329740721216907,150.0,151.0,<
0.3009186314133869,0.22034636012153755,0.1224299449362056,151.0,152.0,<
0.30215413062175117,0.2206595764105772,0.1212874018795661,152.0,153.0,<
0.3030042131231486,0.22087325085659232,0.12048840448502114,153.0,154.0,<
0.30412136306074644,0.22115531849232567,0.11943309831195532,154.0,155.0,<
0.30522408782906735,0.22144940779464317,0.11839356698934386,155.0,156.0,<
0.3060764244446496,0.22168919267891635,0.11759866357141717,156.0,157.0,<
0.30657043300747944,0.22184175019364574,0.11714983000030385,157.0,158.0,<
0.3075318572280917,0.22215630751059642,0.11629669005178486,158.0,159.0,<
0.3083706162301997,0.22246051811111586,0.11560128564723639,159.0,160.0,<
0.30892051982951824,0.22266888813891805,0.11516387522976092,160.0,161.0,<
0.1916472314135965,0.1928994668182342,0.14815915190423745,162.0,163.0,<
0.1913759439126509,0.19284726139542666,0.15026261389568796,163.0,164.0,<
0.19106477287002108,0.19278367259896712,0.15241338045106184,164.0,165.0,<
0.19075190727049982,0.19271628092598303,0.15435498452134566,165.0,166.0,<
0.1904201299122826,0.19263650568122898,0.15633107418132525,166.0,167.0,<
0.19010706504509653,0.19255297955469253,0.15823779462034154,167.0,168.0,<
0.18993211691626316,0.1925069602795514,0.15931454778254403,168.0,169.0,<
0.18978103002878824,0.19246647377690573,0.16026252778826325,169.0,170.0,<
0.18947222009121167,0.19237905400962615,0.16224618841894878,170.0,171.0,<
0.18916091962135506,0.19228195001086767,0.16432076871928417,171.0,172.0,<
0.18886902053393806,0.19218136902305052,0.16632717193383748,172.0,173.0,<
0.18860150735365813,0.1920785645157451,0.16821255254178147,173.0,174.0,<
0.18832484117704143,0.19195824550050058,0.17020001477608349,174.0,175.0,<
0.18815946269850017,0.19187900348606132,0.17139725955859228,175.0,176.0,<
0.18803659005506032,0.1918148839158814,0.17228592851506236,176.0,177.0,<
0.18791651146599408,0.19174916975318787,0.1731549539603164,177.0,178.0,<
0.18774796537896518,0.19164896056864425,0.17436301337823962,178.0,179.0,<
0.18745692044356166,0.19146246306940415,0.17641201478517002,179.0,180.0,<
0.18717372503881866,0.19126487320303973,0.17833785640410718,180.0,181.0,<
0.18686836533518855,0.1910413869731451,0.1803324362659697,181.0,182.0,<
0.18655226139997835,0.19080590351362556,0.1823087597985722,182.0,183.0,<
0.18624778828599334,0.1905504747025019,0.18412041208698213,183.0,184.0,<
0.18598516614128485,0.19035558608138353,0.18557698635140593,184.0,185.0,<
0.18581673918045108,0.19024816349087306,0.18649900991625315,185.0,186.0,<
0.1854783465786265,0.19005402185251632,0.18834919209565995,186.0,187.0,<
0.18520082256357018,0.18991467590604913,0.18987014792482745,187.0,188.0,<
0.18502019515773582,0.1898344326375494,0.19086724891660048,188.0,189.0,<
0.1846454958521006,0.189664514142589,0.19280138791400733,189.0,190.0,<
0.18463738124566512,0.1897978105122191,0.19348732152816908,189.0,191.0,+
0.18366398827476818,0.18832334892870595,0.1932383527913613,190.0,448.0,<
0.18336044916549243,0.18789763093921802,0.193288835293714,191.0,192.0,<
0.18253995094750478,0.18675877615706968,0.19343158633882857,192.0,193.0,<
0.18189853657932606,0.18588316958924914,0.19355571357677664,193.0,194.0,<
0.18116962863739186,0.18492325763588846,0.19374521060731031,194.0,195.0,<
0.1801133755071047,0.18353812812405865,0.19403885949957214,195.0,196.0,<
0.17934193457129394,0.18253373702573739,0.19426695868621024,196.0,197.0,<
0.17832144444230827,0.181215774200187,0.19459039058626035,197.0,198.0,<
0.17761336111356324,0.18030929935701592,0.1948346779855348,198.0,199.0,<
0.1769080832506793,0.1794162903111722,0.19511264717811846,199.0,200.0,<
0.1762247052456575,0.1785527178503017,0.1954052281775893,200.0,201.0,<
0.17574175020742674,0.1779405268978996,0.19562963970907946,201.0,202.0,<
0.1750142722542081,0.17700073568867983,0.19600280280081442,202.0,203.0,<
0.17403190998422216,0.1756779290895111,0.19656675228716428,203.0,204.0,<
0.17342968629862784,0.17481287784330482,0.19695093730932142,204.0,205.0,<
0.17283897981680377,0.17393435958793202,0.19733973314932804,205.0,206.0,<
0.17241285664505893,0.1732721140325173,0.19762297041662474,206.0,207.0,<
0.17167807981125774,0.1721073510815548,0.198099697680707,207.0,208.0,<
0.17094926532054003,0.17094252592248427,0.19853310847835523,208.0,209.0,<
0.17011302712035958,0.16961327031623524,0.19900410907277183,209.0,210.0,<
0.1697763759959289,0.1690814937884505,0.19918617972065888,210.0,211.0,<
0.1693551023200543,0.1684174604869491,0.19940951768674037,211.0,212.0,<
0.16849401162089456,0.16705505305636345,0.1998535138944372,212.0,213.0,<
0.1678327105754333,0.166001419706931,0.2001863536429281,213.0,214.0,<
0.16708961663091382,0.16480540739732308,0.20054553402963676,214.0,215.0,<
0.16625408060403213,0.16345478732043542,0.20093632271414438,215.0,216.0,<
0.16573660625404227,0.16261774592066858,0.20116817606530032,216.0,217.0,<
0.16535305894705699,0.1619994222754957,0.2013360158460628,217.0,218.0,<
0.16464456172886446,0.16086950409699508,0.20163952021126674,218.0,219.0,<
0.16396344611802724,0.15979512764541612,0.20192865861784193,219.0,220.0,<
0.16335022943994473,0.15884674580924005,0.20218477657392675,220.0,221.0,<
0.16227795136470388,0.157210358387839,0.20261220256233564,221.0,222.0,<
0.16154342091740073,0.15609332543965854,0.20287501764115878,222.0,223.0,<
0.1607418023193321,0.1548614953000797,0.20311948084353518,223.0,224.0,<
0.16013289182839452,0.15391578659810676,0.20328422055379392,224.0,225.0,<
0.15998198868252017,0.15367842927214276,0.2033198485702109,225.0,226.0,<
0.15942754235608297,0.15279653896496684,0.20343603924406314,226.0,227.0,<
0.15843048464099754,0.15118445521003443,0.2036078103569563,227.0,228.0,<
0.15779712456971728,0.15013800887089032,0.20368365433601957,228.0,229.0,<
0.15678019081401273,0.14843500297896034,0.20378146469505123,229.0,230.0,<
0.15611810633914858,0.14717153483207612,0.2037479078985666,230.0,231.0,<
0.15480365709654717,0.14640655149515006,0.20414932142252398,231.0,232.0,<
0.15307102570991454,0.14770383204677742,0.2055603158175871,232.0,233.0,+
0.1547970332706807,0.14445091196898643,0.20371970084305369,232.0,234.0,+
0.15425372307409815,0.14372769330025104,0.20342961356191944,233.0,439.0,<
0.15632574523576326,0.14303152191658758,0.20438192818380602,234.0,235.0,<
0.16194112772337693,0.1389014396217618,0.20706036082413543,234.0,236.0,+
0.16300341064368118,0.13811958869076515,0.20756448717380124,235.0,243.0,<
0.1637934343067228,0.1375418640570043,0.20793731550310154,236.0,237.0,<
0.16444201450746823,0.13707192683395386,0.20824084539876794,237.0,238.0,<
0.1664042002871342,0.13565861837563298,0.2091519460031121,238.0,239.0,<
0.1669282459170931,0.13529048953838269,0.2093832606795994,239.0,240.0,<
0.15389836570156756,0.14356503318895497,0.20328044146079627,240.0,241.0,<
0.15347927658464125,0.14297482856722718,0.20309976437967922,241.0,242.0,<
0.15240820749289094,0.14128444927481387,0.20254149559168733,243.0,244.0,<
0.15168489822372103,0.1401753786218365,0.20215259063782118,244.0,245.0,<
0.15088337168025287,0.13892954641253355,0.2017059986250412,245.0,246.0,<
0.1501661482279114,0.1378089044161803,0.2012952839992294,246.0,247.0,<
0.15002211212929203,0.13758330596407178,0.20121063052897392,247.0,248.0,<
0.14953319457836023,0.13681775275453567,0.20091696506760465,248.0,249.0,<
0.14839592406354712,0.1350432491998848,0.20020204517796789,249.0,250.0,<
0.14783470359340625,0.13417214855692366,0.19983666799101807,250.0,251.0,<
0.1473177990867183,0.13337673313427278,0.19948985045775797,251.0,252.0,<
0.14663038923173333,0.13233406856778143,0.19901838535608246,252.0,253.0,<
0.14609445658205544,0.13153339767253036,0.19864802038926085,253.0,254.0,<
0.1453854543233236,0.13049304882630133,0.19816166294613424,254.0,255.0,<
0.144456602629484,0.12916225431848377,0.19753216876705093,255.0,256.0,<
0.144009608523648,0.12853462542732177,0.19723022671629378,256.0,257.0,<
0.14374371865199534,0.12816673760805267,0.1970504218851447,257.0,258.0,<
0.14280848423208736,0.12690515602717128,0.19641536270364907,258.0,259.0,<
0.14197065417486174,0.12580917676304168,0.1958435038122628,259.0,260.0,<
0.14157144127483542,0.1253080118174581,0.1955694389298546,260.0,261.0,<
0.14078467234128503,0.12434514386794938,0.1950277321574532,261.0,262.0,<
0.14016980364278384,0.12360992494605935,0.19460344082357828,262.0,263.0,<
0.13936645605916645,0.12266198430913981,0.19405010093291894,263.0,264.0,<
0.1384763965990249,0.12162835963203447,0.19344299031748113,264.0,265.0,<
0.1381110526407547,0.12122166714651647,0.19320152925202372,265.0,266.0,<
0.137217170439241,0.1202813450782183,0.19262612092681713,266.0,267.0,<
0.1363123672540621,0.11933230460661072,0.19202810020637268,267.0,268.0,<
0.13559900166974198,0.11855685706717962,0.19153772768173202,268.0,269.0,<
0.13512751264201167,0.11802515927977678,0.1912043267840488,269.0,270.0,<
0.13441593057191645,0.11719017491525752,0.1906869961842016,270.0,271.0,<
0.13367379511045702,0.11629964544636105,0.19013932827209898,271.0,272.0,<
0.13307273511304946,0.11555527571949005,0.18968668275597605,272.0,273.0,<
0.13225618074531964,0.1145091707543527,0.18905927568800032,273.0,274.0,<
0.1318477948145735,0.11397012402046852,0.18874015612413864,274.0,275.0,<
0.13093327595745463,0.1126949499871724,0.1880046714185698,275.0,276.0,<
0.13017663346225578,0.11162104438318188,0.1873830703060287,276.0,277.0,<
0.12993851697679842,0.11131472440219913,0.1871890467487994,277.0,278.0,<
0.12952314908344892,0.11097536685151606,0.1868629945518556,278.0,279.0,<
0.12986861936202343,0.10860860244734218,0.18643262571058164,279.0,280.0,<
0.12891348068120986,0.1120031597585838,0.18637789975341448,280.0,281.0,<
0.12594960406894257,0.1118047686479384,0.18829317512245655,280.0,282.0,+
0.12574098657593613,0.11181725384078449,0.18839446597111617,281.0,305.0,<
0.12452404380671098,0.11197714299908346,0.1888398731233169,282.0,283.0,+
0.12344466552691835,0.11208607717224356,0.18917983454087758,283.0,284.0,<
0.12274111763773919,0.11211943889959823,0.18935590367082591,284.0,285.0,<
0.11995603700100782,0.11212246725705566,0.18986514400499951,285.0,286.0,<
0.11935216424826878,0.11211697520487252,0.18995886009710083,286.0,287.0,<
0.11686183925329476,0.11205718996944146,0.19003451248562417,287.0,288.0,<
0.1149094548805314,0.11212561752076024,0.18987521045281502,288.0,289.0,<
0.11314960301231157,0.11225520572542325,0.18962270421224603,289.0,290.0,<
0.11169427309111608,0.1123972443060462,0.18932593284264912,290.0,291.0,<
0.1107869185958289,0.11248703705938702,0.18913744825670395,291.0,292.0,<
0.10910874543617388,0.11268322338180459,0.18871152887534803,292.0,293.0,<
0.10650260727561138,0.113033009143276,0.18794346237306608,293.0,294.0,<
0.10511879446139145,0.11325001456193967,0.18746578328126812,294.0,295.0,<
0.10435505329501148,0.11338244316119181,0.18717304678011104,295.0,296.0,<
0.10305301809760117,0.11361793794593966,0.18664918847599107,296.0,297.0,<
0.10060098723703319,0.11408269391539798,0.18558736594459097,297.0,298.0,<
0.09887382292634511,0.11441031698359812,0.18480195659692727,298.0,299.0,<
0.09666951493073866,0.11481955026991608,0.18376804062759922,299.0,300.0,<
0.09476503525014941,0.11517556909915984,0.1828343997406421,300.0,301.0,<
0.0934284957958343,0.11544071275412467,0.18211209504601272,301.0,302.0,<
0.12958299204997978,0.10707066184361566,0.18581320471393697,302.0,303.0,<
0.12963487045213395,0.10556752420980726,0.18538267096457695,303.0,304.0,<
0.1313208378974999,0.10465057013462237,0.1860486409172274,305.0,306.0,<
0.1290965081395815,0.10502421730996017,0.1849007031864633,306.0,307.0,+
0.12716299273803955,0.10313822790842246,0.18318517177150934,306.0,308.0,<
0.1259438428450996,0.1016348996599358,0.18199403192290542,307.0,404.0,<
0.12547288182287164,0.10083127970570889,0.18145157530610087,308.0,309.0,<
0.12515382214669105,0.10027420677261177,0.1810685548026675,309.0,310.0,<
0.1244812489022647,0.09910987140022778,0.1802300643527372,310.0,311.0,<
0.12319983942883236,0.09666696881995711,0.17848609480752986,311.0,312.0,<
0.12257693834537566,0.09548208988609973,0.17761405505073705,312.0,313.0,<
0.12216128074996024,0.0946831380191498,0.177011588994315,313.0,314.0,<
0.1218019403382331,0.09398092832632125,0.17647600113254922,314.0,315.0,<
0.12123855007063673,0.09286845791077603,0.1756075610402277,315.0,316.0,<
0.12086069221396763,0.09212828794315644,0.1749962202358562,316.0,317.0,<
0.12034087134591562,0.09118876582727628,0.17408956686160204,317.0,318.0,<
0.11969089914951714,0.09018462517439853,0.17289477240272028,318.0,319.0,<
0.11906826348036378,0.089378483103487,0.17172201711165466,319.0,320.0,<
0.11833684342779566,0.0885445328275749,0.1703337586041958,320.0,321.0,<
0.11784878944303188,0.08802371967857885,0.16940475871942107,321.0,322.0,<
0.11727450437725638,0.08744696650280932,0.1683088539059513,322.0,323.0,<
0.11642233052681143,0.0866659020901616,0.16666963487765324,323.0,324.0,<
0.11577237252117603,0.08619593078736316,0.1654256770563185,324.0,325.0,<
0.11530319585829411,0.08628969858334981,0.1647445645208426,325.0,326.0,<
0.11526269853556229,0.08481021750889468,0.16460729938779628,326.0,327.0,<
0.11426751805032037,0.08888467142781227,0.16415281081573332,327.0,328.0,<
0.11391614074915923,0.08977095388093886,0.16395006229698073,328.0,329.0,+
0.11340708658378575,0.09101208411076285,0.16365709682472254,328.0,330.0,+
0.1129064323796199,0.09217486662830231,0.16337588703393535,329.0,344.0,<
0.11245237460279778,0.09314009046766238,0.1631383110241492,330.0,331.0,<
0.11200315187773138,0.09403759070683752,0.16291755339710945,331.0,332.0,<
0.11138979182534392,0.09517883086022444,0.16264076680008513,332.0,333.0,<
0.11038431407881816,0.09693087652170242,0.16222646752821188,333.0,334.0,<
0.10923432400311259,0.09881435511798803,0.16180006640627148,334.0,335.0,<
0.10821830875702734,0.1004648020203217,0.1614445538434778,335.0,336.0,<
0.10779374853646943,0.10121371359286008,0.16128005145617288,336.0,337.0,<
0.10752699662326458,0.10168152755796792,0.1611779548684642,337.0,338.0,<
0.10662924807980641,0.10346724806120555,0.16076398810519166,338.0,339.0,<
0.10635662567584242,0.10412669069543982,0.16059695483485473,339.0,340.0,<
0.1150910762815014,0.08367847241373022,0.1643886026372434,340.0,341.0,<
0.11549371891305163,0.08252661867460952,0.16271813126781623,341.0,342.0,<
0.11555225774748135,0.08112159982634652,0.16158886333869907,342.0,343.0,<
0.11557142443469698,0.0803391440276769,0.16095096431826064,344.0,345.0,<
0.11558420775607625,0.07920279940937902,0.15991517242990416,345.0,346.0,<
0.11557968067527181,0.07824861260264912,0.1589639847788113,346.0,347.0,<
0.11555103094060364,0.0773587625794134,0.15796691705548147,347.0,348.0,<
0.11545993887662537,0.07632854775913932,0.15659154159566,348.0,349.0,<
0.1153702258223146,0.07570709633835113,0.15564802891445914,349.0,350.0,<
0.11520303141560734,0.07496866145485438,0.15438328763950318,350.0,351.0,<
0.1149500848618547,0.0740822061074092,0.15279425819740902,351.0,352.0,<
0.11476617495905399,0.07353958485864669,0.151818725441546,352.0,353.0,<
0.1144433496920723,0.07269776051596248,0.15032199907087435,353.0,354.0,<
0.11415015952325108,0.07199450578206144,0.14908070245354155,354.0,355.0,<
0.1140237734653068,0.07171114970619924,0.14858324380680607,355.0,356.0,<
0.11380446146908652,0.07124249162694368,0.14776398878168112,356.0,357.0,<
0.11343735002436908,0.07054422044070885,0.14656045014730204,357.0,358.0,<
0.11296866691560718,0.06979899778518474,0.14531265788970138,358.0,359.0,<
0.1125756606741742,0.06923307051367855,0.1443791901193037,359.0,360.0,<
0.11203419895140714,0.0684725499112285,0.14312691217471657,360.0,361.0,<
0.1117820852112704,0.06812561728626845,0.1425556798842162,361.0,362.0,<
0.11144777556277259,0.06766628942352686,0.1417954288406532,362.0,363.0,<
0.11077471356449972,0.06672240848410384,0.14022469800257167,363.0,364.0,<
0.11029493248983303,0.06604281639637677,0.13909597111734354,364.0,365.0,<
0.11008541731516357,0.0657461574660817,0.13860475588331184,365.0,366.0,<
0.1097047380460338,0.0652060300485919,0.1377125260833422,366.0,367.0,<
0.10918816540316266,0.06447001449663421,0.13650244972021328,367.0,368.0,<
0.10869745988079182,0.0637677100289329,0.13535411520749527,368.0,369.0,<
0.10830055891426524,0.06319494617052793,0.1344258895644557,369.0,370.0,<
0.10786923660207727,0.06256912745252641,0.13341640514833525,370.0,371.0,<
0.1075968421697113,0.06217277566274845,0.1327817634371895,371.0,372.0,<
0.10721276055158667,0.06161213602653071,0.13189663066736537,372.0,373.0,<
0.10638176775536003,0.06037530206687168,0.1300183469669943,373.0,374.0,<
0.10597817181748155,0.05974262082815954,0.12911033200523236,374.0,375.0,<
