x,y,z,parentid,vid,edgetype
0.17732484544530702,0.19083918801717872,0.11068130953064752,0.0,1.0,+
0.1827024684739171,0.17195356927720679,0.10846670814155442,0.0,2.0,<
0.1767938780168556,0.1908503300164681,0.1116081107601515,1.0,1742.0,<
0.17671278321281098,0.19086581302005215,0.11183934749220509,2.0,3.0,<
0.1766814365505603,0.19097188028099304,0.11258186125361819,3.0,4.0,<
0.17660275041656065,0.19126315310940087,0.11459456312767462,4.0,5.0,<
0.1765418484971884,0.19155406893772783,0.11655367280352913,5.0,6.0,<
0.17647104664763633,0.19185716009978102,0.1185681121227681,6.0,7.0,<
0.17638959934523663,0.19215599499714153,0.12053128393936477,7.0,8.0,<
0.1763147239707604,0.19246008780735183,0.12251485852214342,8.0,9.0,<
0.17629459484196108,0.19273633424314768,0.12431369573966727,9.0,10.0,<
0.17631039509619723,0.1929000865667651,0.12537780049584057,10.0,11.0,<
0.17634311278534295,0.19304709444578877,0.12632665770060497,11.0,12.0,<
0.17643396011147713,0.19337475084323577,0.12840768120971882,12.0,13.0,<
0.17650289388214632,0.19370410659852,0.1304302720322275,13.0,14.0,<
0.1765073249671458,0.19406382860877008,0.1325481136718709,14.0,15.0,<
0.17641312330868672,0.19441504934247883,0.1345177598985588,15.0,16.0,<
0.17624444487720264,0.19471888090337397,0.13614709254793675,16.0,17.0,<
0.17604854232421838,0.19492626369381763,0.13719562176301212,17.0,18.0,<
0.17578483141653153,0.19519146338173182,0.13852352869871953,18.0,19.0,<
0.17539174097119561,0.19558102556145818,0.14047114213353315,19.0,20.0,<
0.17500156118506313,0.19597277110007114,0.14245170160898968,20.0,21.0,<
0.17476301880917555,0.19628288464256233,0.1442263082402305,21.0,22.0,<
0.1745838563987529,0.19638611805353842,0.14450072991874185,22.0,23.0,<
0.17314583319955576,0.19701197954540056,0.1450229107982973,23.0,24.0,<
0.1749755405942679,0.19648378498612323,0.14649874147301228,23.0,25.0,+
0.17534253281111525,0.1965739573865939,0.14834632099563635,24.0,1449.0,<
0.17579834044798545,0.19665144102545126,0.15036861109266939,25.0,26.0,<
0.17635333349004279,0.19671588462125414,0.15261781639968278,26.0,27.0,<
0.1766385783552994,0.1967399930225464,0.15372693030453602,27.0,28.0,<
0.17689145468102738,0.19675019560691434,0.15471287563397573,28.0,29.0,<
0.17724243903755835,0.19674550553350106,0.1563720620271496,29.0,30.0,<
0.1775889333855389,0.19673567280710544,0.15849231257034774,30.0,31.0,<
0.17790022861482857,0.19673684344618236,0.16059660836599632,31.0,32.0,<
0.1781668424519067,0.19674304696196607,0.16246557349539015,32.0,33.0,<
0.1784239112585989,0.19675439123802277,0.16446666111793212,33.0,34.0,<
0.1786467721333138,0.1967755664622907,0.16639086742069495,34.0,35.0,<
0.17873249811510458,0.19678882434193323,0.16718663688322138,35.0,36.0,<
0.1788754804456738,0.19682612817427483,0.16869337962932773,36.0,37.0,<
0.1789765655478832,0.19687259007564312,0.17009341255941632,37.0,38.0,<
0.17903339277246147,0.19691210615263308,0.17105646521884058,38.0,39.0,<
0.17910339953797097,0.19698578937901184,0.17248339662294915,39.0,40.0,<
0.17917898273082675,0.1971223231566611,0.1745329353014632,40.0,41.0,<
0.17921744152284508,0.19728915011182765,0.176421020480912,41.0,42.0,<
0.17922213362349226,0.19751566248323682,0.17843400120004035,42.0,43.0,<
0.17918947745227717,0.1977742221409982,0.1803795693464777,43.0,44.0,<
0.17913170025258776,0.19807554847128225,0.18241947482376936,44.0,45.0,<
0.17905892751494937,0.19841357568191684,0.18453999815673383,45.0,46.0,<
0.17899555042946236,0.1987035720855356,0.18626946824940696,46.0,47.0,<
0.17892120683537344,0.19907198284165664,0.18838847838737335,47.0,48.0,<
0.17885484405594182,0.1994623891444377,0.19057827180806716,48.0,49.0,<
0.17880391369775844,0.1998330744444946,0.19264413945693448,49.0,50.0,<
0.17877263918216937,0.2001799548852158,0.1945944360956614,50.0,51.0,<
0.17877220766029825,0.20050297539390444,0.19648282092432104,51.0,52.0,<
0.1788138436510352,0.20077540994891654,0.19819919668064545,52.0,53.0,<
0.17885708461522304,0.20092188572389044,0.19915507854171216,53.0,54.0,<
0.17893589674847343,0.20110969976635149,0.20041268487995054,54.0,55.0,<
0.17909446839604368,0.2013989785632681,0.2024091303259906,55.0,56.0,<
0.17928999092076978,0.20167693645550425,0.20438469743266427,56.0,57.0,<
0.17952364370024548,0.20195250637927933,0.2064390890119914,57.0,58.0,<
