trait,mean,mean_std,MAE,MAE_std,MSE,MSE_std,RMSE,RMSE_std,MAPE,MAPE_std,N,N_notmatched
gt_int_length,0.011445951787774359,0.063381193517672,0.023650475829542567,0.05990693196190962,0.004148185504052644,0.017333246660838394,0.06440640887406038,,36.984163718033685,85.43340732034954,20,75
gt_ph_angle,1.0952433927057825,36.791713981969224,20.084394455558545,30.845532499437,1354.8297758202946,3126.0203968651995,36.80801238616797,,11.622521558673105,21.007195428062857,14,50
gt_br_angle,7.948639455792799,8.454556426537588,9.760163045964221,6.276910934837969,134.66039356769403,153.10380962988052,11.604326502115237,,14.583837972591962,9.291865263354675,14,55
